Doulist, Page, NO., ID, Score, Rating, Votes, Title 
35519, 37, 915, 2038043, 31.0, 9.3, 95, 两个小路特 
35519, 37, 916, 2038045, 18.6, 7.6, 38, 小英雄雨来 
35519, 37, 917, 2038046, -2.7, 0.0, 3, 飞虎队与野猪队 
35519, 37, 918, 2038048, 25.6, 9.3, 43, 小贝流浪记 
35519, 37, 919, 2038050, -4.9, 0.0, 7, 小燕子万里飞行记 
35519, 37, 920, 2038172, 0.0, 0.0, 0, 刘文学 
35519, 37, 921, 2038180, 0.0, 0.0, 0, 重要的小事情 
35519, 37, 922, 2039438, 23.7, 9.6, 28, 仙篮奇剑传 
35519, 37, 923, 2040646, 41.3, 9.0, 578, 银河铁道999 
35519, 37, 924, 2046566, 38.8, 8.7, 520, 勇气 
35519, 37, 925, 2047093, 38.4, 9.4, 260, 长袜子皮皮的故事 
35519, 40, 976, 2059670, 44.3, 8.9, 1017, 蛇王淘金 
35519, 40, 977, 2059671, 41.2, 8.7, 774, 马王登基 
35519, 40, 978, 2059682, 39.5, 8.6, 650, 羊王称霸 
35519, 40, 979, 2059684, 40.0, 8.7, 633, 猴王变形 
35519, 40, 980, 2059695, 38.9, 8.6, 591, 鸡王画虎 
35519, 40, 981, 2059700, 39.9, 8.7, 627, 狗王梦游 
35519, 40, 982, 2059740, -4.9, 0.0, 7, 矮猴兄弟 
35519, 40, 983, 2059782, -4.5, 0.0, 6, 日本民间故事选粹 
35519, 40, 984, 2064690, -4.0, 0.0, 5, 太郎和阿黑 
35519, 40, 985, 2067381, 34.9, 9.4, 157, 快乐王子 
35519, 40, 986, 2068080, -4.5, 0.0, 6, 胖胖龙上天入地记 
35519, 40, 987, 2068082, 18.8, 9.0, 18, 小精灵灰豆儿 
35519, 40, 988, 2068084, 12.9, 7.9, 11, 蓝皮鼠大脸猫 
35519, 40, 989, 2068085, -4.5, 0.0, 6, 小糊涂神儿 
35519, 40, 990, 2068087, 12.4, 7.9, 10, 哈克和大鼻鼠全传 
35519, 40, 991, 2068088, 13.3, 7.7, 13, 三寸教授奇遇记 
35519, 40, 992, 2068438, -0.0, 0.0, 1, 密斯脱特威斯脱 
35519, 40, 993, 2068441, 23.8, 9.2, 35, 铁木儿和他的队伍 
35519, 40, 994, 2069606, 49.5, 9.2, 1612, 皮皮鲁和鲁西西 
35519, 40, 995, 2069632, 29.0, 8.9, 93, 309暗室 
35519, 40, 996, 2069636, 22.2, 8.2, 49, 哭鼻子比赛 
35519, 40, 997, 2069648, -5.5, 0.0, 9, 郑渊洁获奖童话集1 
35519, 40, 998, 2069663, 35.6, 9.0, 239, 雨滴项链 
35519, 40, 999, 2069681, 16.5, 8.1, 19, 春风吹来的童话 
35519, 40, 1000, 2069800, 12.2, 7.4, 12, 八脚海魔 
35519, 45, 1101, 2137951, 18.7, 7.4, 45, 红房子疑案 
35519, 45, 1102, 2137953, 13.4, 7.9, 12, 当我很小的时候 
35519, 45, 1103, 2138406, -0.0, 0.0, 1, 幻乡魔迹 
35519, 45, 1104, 2141996, 13.2, 8.0, 11, 小鹿班比的故事 
35519, 45, 1105, 2143025, -1.7, 0.0, 2, 外星人 
35519, 45, 1106, 2143643, -3.5, 0.0, 4, 儿童文学简论 
35519, 45, 1107, 2150319, -2.7, 0.0, 3, 花姑娘的歌 
35519, 45, 1108, 2150320, -1.7, 0.0, 2, 五只怪物 
35519, 45, 1109, 2150322, -0.0, 0.0, 1, 大海边 
35519, 45, 1110, 2154223, 0.0, 0.0, 0, 爱斯基摩少年历险记 
35519, 45, 1111, 2154492, -4.0, 0.0, 5, 小姑娘的动物伙伴 
35519, 45, 1112, 2154494, -1.7, 0.0, 2, 强盗的花园 
35519, 45, 1113, 2154667, 23.7, 8.7, 46, 丢了鼻子以后 
35519, 45, 1114, 2155818, -4.5, 0.0, 6, 奇怪的大鸡蛋 
35519, 45, 1115, 2155820, -1.7, 0.0, 2, 胡奇作品选 
35519, 45, 1116, 2155821, -0.0, 0.0, 1, 郭风作品选 
35519, 45, 1117, 2155925, -3.5, 0.0, 4, 我和儿童文学 
35519, 45, 1118, 2155933, -3.5, 0.0, 4, 儿童文学引论 
35519, 45, 1119, 2155935, 21.6, 9.3, 24, 法国儿童文学选 
35519, 45, 1120, 2159461, -0.0, 0.0, 1, 恐怖的夜鸟 
35519, 45, 1121, 2159851, -1.7, 0.0, 2, 不平的舞台 
35519, 45, 1122, 2160319, 35.2, 8.4, 388, 魔女宅急便 
35519, 45, 1123, 2161529, 0.0, 0.0, 0, 好医生 
35519, 45, 1124, 2163691, 0.0, 0.0, 0, 米哈尔柯夫儿童诗选 
35519, 45, 1125, 2194597, 20.5, 8.3, 34, 晴天有时下章鱼 
35519, 47, 1151, 2251644, -1.7, 0.0, 2, 摘颗星星下来 
35519, 47, 1152, 2251645, -0.0, 0.0, 1, 小火车头上学校 
35519, 47, 1153, 2252558, -4.0, 0.0, 5, 伍尔斯里的铃铛 
35519, 47, 1154, 2252560, -2.7, 0.0, 3, 小精灵住的地方 
35519, 47, 1155, 2252573, -2.7, 0.0, 3, 爷爷的礼物 
35519, 47, 1156, 2252576, -5.5, 0.0, 9, 蓝眼睛的小男孩儿 
35519, 47, 1157, 2252577, -5.2, 0.0, 8, 调皮的毕梯克 
35519, 47, 1158, 2252580, -2.7, 0.0, 3, 大雪 
35519, 47, 1159, 2252583, -1.7, 0.0, 2, 红胡子年神 
35519, 47, 1160, 2252589, 0.0, 0.0, 0, 列宁的故事 
35519, 47, 1161, 2252590, -2.7, 0.0, 3, 水怪的童话 
35519, 47, 1162, 2253000, -4.0, 0.0, 5, 摘颗星星下来 
35519, 47, 1163, 2253168, -2.7, 0.0, 3, 旋转木马 
35519, 47, 1164, 2253171, -2.7, 0.0, 3, 青蛙公主 
35519, 47, 1165, 2253176, -4.5, 0.0, 6, 跑呀，逃呀 
35519, 47, 1166, 2253195, 0.0, 0.0, 0, 淘气过人的盖珥 
35519, 47, 1167, 2255734, 0.0, 0.0, 0, 小草儿历险记 
35519, 47, 1168, 2256028, 12.2, 7.8, 10, 苦牛 
35519, 47, 1169, 2256111, 19.1, 9.1, 18, 大盗贼第二次出现 
35519, 47, 1170, 2256113, 14.4, 8.3, 12, 大盗贼第三次出现 
35519, 47, 1171, 2256115, -4.5, 0.0, 6, 金色的脚印 
35519, 47, 1172, 2256117, -3.5, 0.0, 4, 两只大雕 
35519, 47, 1173, 2256129, -0.0, 0.0, 1, 小孩子懂大事情 
35519, 47, 1174, 2257685, -0.0, 0.0, 1, 巴特利特宅第的秘密 
35519, 47, 1175, 2257697, 15.3, 8.3, 14, 克林岛上的发现 
1651462, 1, 1, 1490884, 18.0, 7.4, 39, 好想踢你的背 
1651462, 1, 2, 1756245, 11.7, 7.6, 10, 有病 
1651462, 1, 3, 3128660, 35.4, 7.6, 1035, 拼命去死 
1651462, 1, 4, 10776219, 10.9, 6.2, 19, 你若安好.便是晴天霹雳 
1651462, 1, 5, 6811535, -4.0, 0.0, 5, 凭什么活着 
1651462, 1, 6, 1150924, 0.0, 0.0, 0, 你的脑子会转弯吗 
1651462, 1, 7, 6828305, 16.6, 7.2, 34, 你笨蛋你笨蛋 
1651462, 1, 8, 1077293, 21.6, 7.0, 121, 有种你丫别跑 
1651462, 1, 9, 5288374, 0.0, 0.0, 0, 你就是要倒霉 
1651462, 1, 10, 1127833, 0.0, 0.0, 0, 我就是要气死你 
1651462, 1, 11, 3026050, 0.0, 0.0, 0, 一记耳光 
1651462, 1, 12, 3544764, 10.8, 7.0, 11, 变态 
1651462, 1, 13, 1843422, 18.9, 6.5, 114, 叫我如何不宰你 
1651462, 1, 14, 1859108, 50.9, 8.8, 3249, 白痴 
1651462, 1, 15, 4922265, -4.5, 0.0, 6, 炮轰的脑袋，还梳个雷劈的缝 
1651462, 1, 16, 5383941, 9.7, 6.7, 10, 神马都在涨，就你更贱了 
1651462, 1, 17, 11578532, -4.5, 0.0, 6, 玩去 
1651462, 1, 18, 1470237, 12.1, 7.1, 14, 去死去死吧 
1651462, 1, 19, 3409710, 16.7, 6.7, 53, 打雷天洗澡，找死啊？ 
1651462, 1, 20, 6985260, 19.6, 7.5, 50, 脑残 
1651462, 1, 21, 20379212, 37.5, 7.0, 4138, 不如去死 
1651462, 1, 22, 20442382, 28.3, 6.6, 1003, 一路去死 
1651462, 1, 23, 3067192, 17.7, 7.3, 40, 你的脸皮有多厚? 
1651462, 1, 24, 1097400, 22.3, 7.0, 143, 贱人 
1651462, 1, 25, 21423670, 27.3, 7.7, 192, 杀千刀 
1739529, 8, 176, 1033163, 49.2, 9.2, 1539, 老子注译及评介 
1739529, 8, 177, 1271862, 37.7, 9.2, 278, 偶然、反讽与团结 
1739529, 8, 178, 1443964, 35.1, 9.1, 205, 新编中国哲学史（全四册） 
1739529, 8, 179, 3029210, 40.2, 9.2, 403, 哥德尔证明 
1739529, 8, 180, 4189215, 38.6, 9.2, 319, 灵之舞 
1739529, 8, 181, 1444141, 37.1, 9.1, 276, 演讲与论文集 
1739529, 8, 182, 2259198, 43.9, 9.0, 854, 合作的进化 
1739529, 8, 183, 3684193, 42.9, 8.9, 816, 叔本华的治疗 
1739529, 8, 184, 1761759, 51.5, 8.9, 3126, 超越死亡 
1739529, 8, 185, 1218321, 41.3, 9.1, 519, 个人形成论 
1739529, 8, 186, 3171735, 40.0, 9.3, 359, 行为科学统计 
1739529, 8, 187, 3432953, 40.1, 8.9, 528, 爱情刽子手 
1739529, 8, 188, 4216680, 37.8, 9.0, 333, 心理类型 
1739529, 8, 189, 3057556, 55.9, 9.0, 5439, 狂热分子 
1739529, 8, 190, 3236762, 37.1, 9.0, 300, 事事本无碍 
1739529, 8, 191, 1182173, 48.3, 8.9, 1892, 炒股的智慧 
1739529, 8, 192, 1089991, 48.9, 9.1, 1641, 期货市场技术分析 
1739529, 8, 193, 6861664, 58.1, 9.0, 7644, 白鹿原 
1739529, 8, 194, 3143537, 48.6, 9.3, 1274, 津巴多普通心理学 
1739529, 8, 195, 10439662, 40.1, 8.9, 528, 货币的教训 
1739529, 8, 196, 6952036, 50.9, 9.2, 1986, 对伪心理学说不 
1739529, 8, 197, 1197950, 39.6, 9.1, 406, 希腊罗马名人传 
1739529, 8, 198, 1046492, 61.9, 9.3, 8992, 國史大綱（上下） 
1739529, 8, 199, 4238162, 50.7, 9.3, 1732, 昨日的世界 
1739529, 8, 200, 3757732, 54.7, 9.0, 4523, 人类的群星闪耀时（增订版） 
150286, 6, 126, 4199327, 22.6, 7.5, 92, 心灵的宁静 
150286, 6, 127, 3236762, 37.1, 9.0, 300, 事事本无碍 
150286, 6, 128, 1029760, 24.1, 8.3, 64, 让奇迹在你生命中发生 
150286, 6, 129, 4194910, 29.0, 7.7, 262, 开启的世界 
150286, 6, 130, 4164215, 31.6, 7.7, 438, 当一切改变时，改变一切 
150286, 6, 131, 4932903, 29.1, 8.5, 127, 灵魂之心 
150286, 6, 132, 4077967, 28.7, 8.5, 120, 这个世界的真相 
150286, 6, 133, 4823003, 32.2, 8.2, 283, 比神更快乐 
150286, 6, 134, 1453453, 23.5, 7.8, 84, 埃及生死之书 
150286, 6, 135, 5377591, 26.8, 8.3, 102, 开启潜意识 
150286, 6, 136, 4714893, 17.7, 8.0, 25, 爱的勇气 
150286, 6, 137, 5362056, 35.1, 8.3, 423, 无量之网 
150286, 6, 138, 6052834, 42.0, 8.2, 1575, 亲密关系 
150286, 6, 139, 4212459, 25.9, 8.4, 80, 心的导引 
150286, 6, 140, 5959519, 20.7, 7.8, 50, 明日之神 
150286, 6, 141, 6753671, 21.6, 8.4, 39, 空性之舞 
150286, 6, 142, 5290370, 48.8, 8.6, 3001, 禅的行囊 
150286, 6, 143, 10480843, 27.2, 8.9, 70, 身心灵全面疗愈 
150286, 6, 144, 6557779, 32.3, 8.4, 240, 告别娑婆 
150286, 6, 145, 6517272, 24.4, 8.8, 48, 慧心自在 
150286, 6, 146, 5949800, 34.1, 8.5, 295, 你可以，爱 
150286, 6, 147, 6528785, 29.8, 9.1, 92, 终止你内心的暴力 
150286, 6, 148, 5260230, 34.8, 8.8, 252, 与生命相约 
248592, 1, 1, 1374800, 13.0, 7.3, 15, 宇宙．諸神．人 
248592, 1, 2, 1781154, 20.1, 8.6, 27, Dr.Tatiana給全球生物的性忠告 
248592, 1, 3, 2144506, -1.7, 0.0, 2, 與幸福有約 
248592, 1, 4, 1332380, 24.5, 9.2, 39, 植物的秘密生命 
248592, 1, 5, 1342641, 35.1, 8.6, 316, 空想科學讀本 
248592, 1, 6, 2144525, -5.2, 0.0, 8, 浪游之歌：走路的历史 
248592, 1, 7, 4730835, 0.0, 0.0, 0, 告別貧窮 
248592, 1, 8, 1917399, -4.0, 0.0, 5, 偷窺狂的國家 
248592, 1, 9, 1368298, -2.7, 0.0, 3, 文化＋創意＝財富 
248592, 1, 10, 1382958, -3.5, 0.0, 4, 海洋之歌－全球海洋生態發現之旅 
248592, 1, 11, 1386879, 15.6, 7.9, 18, 野村家怪物軍團 
248592, 1, 12, 1343219, 21.8, 8.8, 32, 百年愚行 
248592, 1, 13, 3789425, 13.5, 7.6, 14, 你要不要被複製？： 艾西莫夫科普開講 1 
248592, 1, 14, 1859989, 11.7, 7.4, 11, 盲人的星球 Planet of the Blind 
248592, 1, 15, 3789433, -0.0, 0.0, 1, 發現eBay：拍賣之王從0到190億美金的2100天 
248592, 1, 16, 1361786, 14.3, 7.9, 14, 未來，一直來一直來 
248592, 1, 17, 1374130, 29.1, 8.9, 94, 嘻哈美國 
248592, 1, 18, 1368639, -4.0, 0.0, 5, 日本名画散步 
248592, 1, 19, 2328243, 13.9, 7.5, 16, 哈利波特的魔法與科學 
248592, 1, 20, 2979797, -3.5, 0.0, 4, 上裸男孩 
248592, 1, 21, 2980182, -2.7, 0.0, 3, 孤飛之鷹 
248592, 1, 22, 1786159, 27.5, 9.0, 69, 錯把太太當帽子的人 
248592, 1, 23, 1341972, 20.2, 8.1, 37, 唐諾推理小說導讀選I 
248592, 1, 24, 1341973, 20.5, 8.3, 34, 唐諾推理小說導讀選II 
248592, 1, 25, 2269193, -4.5, 0.0, 6, 休恋逝水 
248592, 2, 26, 1383418, -0.0, 0.0, 1, 生命的價值 
248592, 2, 27, 1339282, -1.7, 0.0, 2, 故鄉魅力俱樂部 
248592, 2, 28, 2207209, -5.2, 0.0, 8, 西元3000年影响世界的100人 
248592, 2, 29, 1359396, -0.0, 0.0, 1, 瑪莎史都華－最會賺錢的家庭主婦 
248592, 2, 30, 1389939, 21.1, 8.4, 36, 托斯卡尼艷陽下 
248592, 2, 31, 1343469, -5.2, 0.0, 8, 14岁开始的哲学 
248592, 2, 32, 1367247, 17.6, 8.1, 23, 醜形恐怖 
248592, 2, 33, 1351887, -2.7, 0.0, 3, 不能讓窮小孩落入永遠的貧困 
248592, 2, 34, 1376253, 14.4, 7.6, 17, 蒙娜麗莎五百年 
248592, 2, 35, 1352908, 18.7, 8.1, 28, 高塔上的人 
248592, 2, 36, 3046604, -4.5, 0.0, 6, 从厨房看天下 
248592, 2, 37, 1351681, 25.0, 8.0, 95, 所謂的知識分子 
248592, 2, 38, 2006017, 19.7, 8.0, 36, 疗伤的对话 
248592, 2, 39, 3135677, 43.3, 9.1, 712, 寄生獸01 
248592, 2, 40, 1968564, 19.8, 7.8, 42, 真相夜線(01) 
248592, 2, 41, 1344716, 45.5, 8.7, 1547, 找死的兔子 
248592, 2, 42, 1363245, 12.0, 7.5, 11, 不理會太陽的向日葵 
248592, 2, 43, 1874386, 19.4, 8.7, 23, 不断幸福论 
248592, 2, 44, 1377486, -0.0, 0.0, 1, 我的野人朋友 
248592, 2, 45, 1379638, -0.0, 0.0, 1, 流氓列傳 
248592, 2, 46, 1418123, 20.4, 8.1, 38, 比我老的老頭 
248592, 2, 47, 1356412, -4.0, 0.0, 5, 錢與閒─10件事，實踐人生、享受財富 
248592, 2, 48, 1332350, -4.0, 0.0, 5, 德性起源 
248592, 2, 49, 1379652, -0.0, 0.0, 1, 台灣第一隻導盲犬Aggie--你的左邊曾是我最驕傲的位置 
248592, 2, 50, 1389197, 19.1, 8.3, 27, 迷藥 
248592, 3, 51, 1333860, -4.0, 0.0, 5, 歷史上的投機事業 
248592, 3, 52, 1369135, 12.0, 7.5, 11, 愛上制服 
248592, 3, 53, 1338098, -1.7, 0.0, 2, 蘇格拉底咖啡館:哲學新口味 
248592, 3, 54, 1331589, -0.0, 0.0, 1, 西方人文素描 
248592, 3, 55, 1335282, -2.7, 0.0, 3, 人這種動物 
248592, 3, 56, 1346302, -4.5, 0.0, 6, 追寻失落的圆明园 
248592, 3, 57, 1345856, 34.4, 8.1, 468, 在天堂遇見的五個人 
248592, 3, 58, 1394985, 30.1, 9.2, 90, 我的漫畫人生 
248592, 3, 59, 1361175, -5.2, 0.0, 8, 流行音樂的文化 
248592, 3, 60, 1357326, -4.0, 0.0, 5, 夢想的秘密鑰匙 
248592, 3, 61, 1352022, -2.7, 0.0, 3, 鷹的陰影 
248592, 3, 62, 1955087, -1.7, 0.0, 2, 揭開老化之謎 
248592, 3, 63, 1347331, 26.8, 7.9, 142, 养天使的方法 
248592, 3, 64, 1345154, 41.3, 8.3, 1239, 池袋西口公园 
248592, 3, 65, 1353347, -4.9, 0.0, 7, 為什麼要做愛？ 
248592, 3, 66, 1957866, -4.5, 0.0, 6, 最新世界地圖讀法 
248592, 3, 67, 3789647, 0.0, 0.0, 0, 魔鬼盤據的世界 
248592, 3, 68, 1332427, 19.5, 7.9, 37, 不過是具屍體 
248592, 3, 69, 1370084, 16.0, 7.4, 26, 樹上的草魚 
248592, 3, 70, 1958330, 0.0, 0.0, 0, 幻海奇航－筆記小說精選01 
248592, 3, 71, 1333586, -0.0, 0.0, 1, 階級 
248592, 3, 72, 1981343, 0.0, 0.0, 0, 開始 
248592, 3, 73, 2096020, -4.9, 0.0, 7, 仁慈的吸引力 
248592, 3, 74, 1352705, 20.2, 7.7, 49, 拔一根頭髮，在幻想的森林中漫步 
248592, 3, 75, 1481036, -4.5, 0.0, 6, 創意人生小小哲學 
248592, 5, 101, 1358527, 0.0, 0.0, 0, 心靈深戲Deep Play 
248592, 5, 102, 1779374, 23.3, 8.7, 43, 迷幻异域 
248592, 5, 103, 1333607, 15.0, 7.8, 17, 大麻·草莓圈·色情王国 
248592, 5, 104, 3676861, 17.9, 8.3, 22, 親愛的爸媽，我是同志 
248592, 5, 105, 3789717, 0.0, 0.0, 0, 良性离婚 
248592, 5, 106, 1471769, 21.8, 8.4, 40, 種樹的男人 
248592, 5, 107, 1363884, 34.8, 8.5, 328, 模仿犯（上） 
248592, 5, 108, 1370119, 34.2, 8.6, 271, 模仿犯（下） 
248592, 5, 109, 3789725, -1.7, 0.0, 2, 莉拉说 
248592, 5, 110, 1316640, 29.6, 8.2, 180, 蘇西的世界 
248592, 5, 111, 1754075, 37.0, 8.7, 392, 香水 
248592, 5, 112, 1795052, 14.3, 7.2, 21, 旅人之木 
248592, 5, 113, 3033951, 11.7, 7.4, 11, 布魯克林孤兒 
248592, 5, 114, 1471723, 25.2, 8.6, 62, 愛因斯坦的夢 
248592, 5, 115, 1472015, 18.0, 7.4, 39, 十三不靠 
248592, 5, 116, 2331697, 20.4, 8.4, 32, 黃金羅盤 (黑暗元素I) 
248592, 5, 117, 2332696, 15.6, 7.9, 18, 奧祕匕首（黑暗元素II） 
248592, 5, 118, 2332697, 14.7, 7.7, 17, 琥珀望遠鏡（黑暗元素III） 
248592, 5, 119, 1342050, 12.0, 7.5, 11, 為了詩 
248592, 5, 120, 1776699, -2.7, 0.0, 3, 欠砍頭詩 
248592, 5, 121, 1498421, -5.5, 0.0, 9, 文人的飲食生活(上) 
248592, 5, 122, 1498427, -3.5, 0.0, 4, 文人的飲食生活(下) 
248592, 5, 123, 1358861, -5.2, 0.0, 8, 老古董 
248592, 5, 124, 1417913, 33.2, 8.5, 253, 厕所大不同 
248592, 5, 125, 1361149, 31.2, 7.8, 358, 声音与愤怒：摇滚乐可能改变世界吗 
248592, 6, 126, 1339492, 23.7, 8.3, 60, 寫給年輕人的簡明世界史 
248592, 6, 127, 1332123, -3.5, 0.0, 4, 伊斯蘭的世界地圖 
248592, 6, 128, 1385809, 41.1, 9.2, 458, 百年孤寂 
248592, 6, 129, 1827379, 24.0, 9.7, 28, 波赫士全集 
248592, 6, 130, 1334047, -5.2, 0.0, 8, 算命先生告訴我－工作與命運重整遊戲 
248592, 6, 131, 1340616, 26.6, 9.0, 60, 失落的一角(MISSING PIECE)新版 
248592, 6, 132, 1948761, 24.4, 8.2, 72, 夏子的酒(01) 
248592, 6, 133, 1476673, 28.1, 8.6, 100, 新新單位 
248592, 6, 134, 1336466, 0.0, 0.0, 0, 那些人,那些事-安潔莉娜.裘莉親善大 
248592, 6, 135, 1937588, 24.7, 8.3, 71, 沉默的艦隊01 
248592, 6, 136, 3066674, 22.2, 7.3, 102, 征服世界是可能的嗎？ 
248592, 6, 137, 1417912, 18.7, 7.1, 58, 書房的16種遊戲 
248592, 6, 138, 1346385, -4.9, 0.0, 7, 飢餓之路 
248592, 6, 139, 3213972, -2.7, 0.0, 3, 从黎明到衰颓（全三册） 
248592, 6, 140, 1972141, 13.3, 7.1, 18, 成吉思汗 
248592, 6, 141, 1391611, 20.1, 8.3, 32, 元稹集 
248592, 6, 142, 1994932, -5.5, 0.0, 9, 卓九勒伯爵 
248592, 6, 143, 1880640, -4.0, 0.0, 5, 娜娜 
248592, 6, 144, 2150657, 17.6, 7.4, 36, 魔術師 
248592, 6, 145, 1373788, 40.3, 8.2, 1180, 玩偶之家 
248592, 6, 146, 1341661, 25.6, 8.6, 66, 文字的故事 
248592, 6, 147, 3278779, 10.7, 6.8, 12, 安迪沃荷經濟學 
248592, 6, 148, 1334135, 22.9, 8.8, 38, 活活燒死! 
248592, 6, 149, 3058626, 12.7, 6.9, 18, 你在看誰的部落格? 
248592, 6, 150, 3094686, 32.5, 7.6, 590, 銀座媽媽桑說話術 
248592, 7, 151, 1367070, -3.5, 0.0, 4, 愛之旅 
248592, 7, 152, 3539919, -2.7, 0.0, 3, 市場的真相 
248592, 7, 153, 3134769, 13.7, 7.7, 14, 為什麼沒人教過我？面對現實的50條人生法則 
248592, 7, 154, 2263311, 20.3, 7.7, 50, 博异志 集异记 
248592, 7, 155, 2070697, -0.0, 0.0, 1, Cacas 
248592, 7, 156, 3563228, 0.0, 0.0, 0, Head Shots 
248592, 7, 157, 1916814, 20.3, 8.0, 40, 我的大英百科狂想曲 
248592, 7, 158, 2310418, 50.5, 8.8, 3005, 親愛的安德烈 
248592, 7, 159, 2364069, 13.8, 7.6, 15, 我們為什麼要活著？ 
248592, 7, 160, 1369025, 16.9, 7.9, 23, 啥都瞭了 
248592, 7, 161, 2145914, 21.6, 8.0, 51, 答案.在你心中-这辈子该思考的问题 
248592, 7, 162, 2071379, 38.0, 8.3, 703, 姑獲鳥之夏 
248592, 7, 163, 1580030, 10.5, 6.6, 13, 聖家族的午餐 
248592, 7, 164, 2158981, 21.8, 8.1, 49, The World Without Us 
248592, 7, 165, 1427838, 12.2, 7.8, 10, 幸福的真義水知道 
248592, 7, 166, 1946848, 16.3, 7.7, 23, 我搞笑，可是我爱你 
248592, 7, 167, 1954929, 15.5, 8.1, 16, 肉體竊賊 
248592, 7, 168, 2972555, 32.4, 7.4, 737, 魔法师 
248592, 7, 169, 2085044, 27.6, 8.2, 127, 法国中尉的女人 
248592, 7, 170, 1362535, 17.8, 7.6, 33, 鋼琴教師 
248592, 7, 171, 2125569, 17.3, 7.3, 37, 愛情想太多 
248592, 7, 172, 1334070, -5.2, 0.0, 8, 戀戀山城－永遠的普羅旺斯（軟精）特價250 
248592, 7, 173, 1874961, 58.6, 8.9, 9403, 嫌疑犯X的獻身 
248592, 7, 174, 2062396, 21.4, 8.2, 43, 瞧这些英国佬 
248592, 7, 175, 1774988, 23.2, 8.0, 68, 窮得有品味 
248592, 9, 201, 1959307, 19.7, 7.7, 44, 一刀未剪的童年 
248592, 9, 202, 1510225, 12.4, 7.5, 12, 烤焦麵包的放空生活日記 
248592, 9, 203, 1462329, 17.7, 8.4, 20, Blade Runner 
248592, 9, 204, 2265693, 19.9, 6.7, 113, R.P.G. 
248592, 9, 205, 1291994, 33.9, 8.6, 258, 革命前夕的摩托車之旅 
248592, 9, 206, 1962307, 21.0, 7.2, 88, 敗犬的遠吠 
248592, 9, 207, 3335271, 34.5, 7.1, 1810, 娜写年华 
248592, 9, 208, 1871615, 14.8, 7.1, 25, 我的巧克力男呢 
248592, 9, 209, 3167818, 14.6, 6.8, 30, 勇敢小女人 
248592, 9, 210, 3649786, 11.5, 7.5, 10, 戰龍無畏 
248592, 9, 211, 2376570, 55.6, 9.3, 3532, 浪漫的逃亡 
248592, 9, 212, 3055736, 26.7, 7.8, 153, 時間管理幸福學 
248592, 9, 213, 1902719, 36.3, 8.7, 351, 佐賀阿嬤 笑著活下去！ 
248592, 9, 214, 1342580, -5.5, 0.0, 9, 食在有意思 
248592, 9, 215, 1773654, 22.5, 8.2, 52, 克里斯多夫男娼窟 
248592, 9, 216, 1471532, 40.7, 8.9, 582, 去吧！！稻中桌球社(01) 
248592, 9, 217, 1088812, 47.3, 8.3, 3466, 第二十二条军规 
248592, 9, 218, 1417560, 20.3, 7.9, 43, 頑皮故事集 
248592, 9, 219, 3800221, -1.7, 0.0, 2, 与rosa欢乐起舞 
248592, 9, 220, 3800261, 0.0, 0.0, 0, 霹靂小子玩創意 
248592, 9, 221, 1377602, -3.5, 0.0, 4, 我在生命轉彎的地方 
248592, 9, 222, 1401506, 20.2, 7.6, 53, 美學的經濟 
248592, 9, 223, 1419743, 33.0, 8.3, 295, 幻想圖書館 
248592, 9, 224, 1854991, 31.6, 8.4, 211, 安迪·沃荷的普普人生 
248592, 9, 225, 3287398, 13.3, 7.4, 15, 我是康樂股長: 王偉忠週記 
248592, 10, 226, 4730453, -1.7, 0.0, 2, 醜孩子 
248592, 10, 227, 1814264, 39.4, 8.3, 893, 6868，一起蹺班去: 彎彎塗鴉日記 2 
248592, 10, 228, 2033477, 24.7, 7.6, 126, 拜託！不要每個人都一樣 
248592, 10, 229, 3800441, -1.7, 0.0, 2, 我埋在土裡的種子：一位教師的深情記事 
248592, 10, 230, 1408160, 38.1, 8.6, 515, 地底三萬呎 
248592, 10, 231, 2181842, 19.6, 7.2, 65, 超学习法 
248592, 10, 232, 2251898, -3.5, 0.0, 4, 荒凉人间地 
248592, 10, 233, 1852031, -4.5, 0.0, 6, 腦力發電--打開創意的開關 
248592, 10, 234, 3800487, 0.0, 0.0, 0, 裸體上班族 
248592, 10, 235, 1367648, -0.0, 0.0, 1, 斷角鹿喔拉夫 
248592, 10, 236, 2361732, 20.7, 9.2, 22, 一腳踩進小美國 
248592, 10, 237, 1785927, 31.4, 9.2, 109, 娃娃看天下 1 (40週年珍藏版) 
248592, 10, 238, 1785929, 27.4, 9.4, 53, 娃娃看天下 2 (40週年珍藏版) 
248592, 10, 239, 3800508, -0.0, 0.0, 1, 我的生日書2月17日 
248592, 10, 240, 3161334, 22.1, 7.9, 60, 神思陌路 
248592, 10, 241, 2567688, 18.2, 7.9, 29, 告别寂寞（1书+2CD光盘) 
248592, 10, 242, 1001972, 26.7, 7.4, 232, 奥美有情 
248592, 10, 243, 3245082, 24.8, 6.9, 283, 奥美有情Ⅱ 
248592, 10, 244, 3878636, 17.6, 7.2, 42, 上流感 
248592, 10, 245, 3072831, 32.2, 7.0, 1291, 完全失踪手冊 
248592, 10, 246, 1388173, -4.0, 0.0, 5, 自主失蹤事件簿 
248592, 10, 247, 3915900, 16.0, 7.3, 28, 完全私家侦探手册 
248592, 10, 248, 10738743, 11.5, 7.5, 10, 邰客好吃 
