Doulist, Page, NO., ID, Score, Rating, Votes, Title 
20172127, 29, 709, 1530391, 22.8, 7.2, 128, 哥德巴赫猜想 
20172127, 29, 710, 1417905, 43.1, 7.1, 11815, 废都 
20172127, 29, 711, 1047719, 51.8, 8.5, 5599, 傅雷家书 
20172127, 29, 712, 1048109, 39.4, 8.6, 637, 第三波 
20172127, 29, 713, 3434097, 34.8, 8.5, 333, 大饭店 
20172127, 29, 714, 3808982, 64.3, 9.3, 12824, 动物庄园 
20172127, 29, 715, 1461075, 31.4, 8.3, 224, 独白下的传统 
20172127, 29, 716, 2137745, 21.4, 9.0, 27, 短缺经济学（上下） 
20172127, 29, 717, 10554709, 40.6, 8.6, 773, 第二十二条军规 
20172127, 29, 718, 1004322, 52.2, 8.6, 5215, 第二性 
20172127, 29, 719, 3220439, 19.2, 7.9, 35, 邓小平文选 
20172127, 29, 720, 1783111, 49.9, 8.7, 3114, 存在与时间 
20172127, 29, 721, 10827620, 34.2, 9.0, 194, 存在与虚无 
20172127, 29, 722, 1027247, 51.6, 7.9, 14096, 丑陋的中国人 
20172127, 29, 723, 4086800, 38.5, 9.2, 312, 陈寅恪集 
20172127, 29, 724, 1076509, 41.9, 9.0, 627, 变化社会中的政治秩序 
20172127, 29, 725, 1462101, 37.9, 8.4, 612, 北岛诗选 
20172127, 50, 1226, 1342650, 21.1, 7.8, 54, 12原型星座 
20172127, 50, 1227, 1342344, 22.9, 8.0, 64, 狗日子.猫时间 
20172127, 50, 1228, 1938422, 21.5, 7.6, 68, 寳瓶世紀全占星 
20172127, 50, 1229, 1342580, -5.5, 0.0, 9, 食在有意思 
20172127, 50, 1230, 1419060, 25.2, 8.1, 90, 人際綠份全占星 
20172127, 50, 1231, 1419061, 27.6, 8.5, 100, 生命歷程全占星 
20172127, 50, 1232, 1335321, 30.1, 8.4, 165, 愛情全占星 
20172127, 50, 1233, 1342691, 15.5, 7.5, 22, 大不列顛小旅行 
20172127, 50, 1234, 1139681, 31.8, 7.8, 406, 狗日子猫时间/贝贝特旅行文库 
20172127, 50, 1235, 1344504, -0.0, 0.0, 1, 雙唇的旅行：－韓良露食藝文札  
20172127, 50, 1236, 2095990, 12.9, 7.9, 11, 韩良露私房滋味 
20172127, 50, 1237, 1962518, 15.6, 7.9, 18, 如果城市也有靈魂: 韓良露的舊金山 
20172127, 50, 1238, 25913534, 20.0, 7.2, 71, 慈禧 
20172127, 50, 1239, 25855921, 12.6, 6.4, 25, 夢想這條路踏上了，跪著也要走完。 
20172127, 50, 1240, 26269979, -2.7, 0.0, 3, 戀愛急救 
20172127, 50, 1241, 3292158, 29.3, 9.5, 66, 效坤诗钞 
20172127, 50, 1242, 10809025, 19.7, 8.0, 36, 人类的曙光 
20172127, 50, 1243, 3012244, 31.3, 7.7, 414, 汪国真诗集 
20172127, 50, 1244, 1932278, 37.8, 8.7, 441, 顾城诗集 
20172127, 50, 1245, 10604916, 35.3, 8.6, 325, 请不要灰心呀! 
20172127, 50, 1246, 22933221, 20.2, 6.9, 99, 关于方文山的素颜韵脚诗 
20172127, 50, 1247, 1958312, 39.5, 7.5, 2724, 关于方文山的素颜韵脚诗 
20172127, 50, 1248, 25895144, 25.6, 8.7, 62, 秦始皇 
20172127, 50, 1249, 25771613, 31.4, 7.8, 375, 歐陽靖寫給女生的跑步書 
20172127, 50, 1250, 4839358, 15.4, 8.2, 15, 百年之家 
20172127, 51, 1251, 21334468, 25.3, 8.5, 68, 我……有梦 
20172127, 51, 1252, 3613750, 29.5, 8.4, 149, 强强的月亮 
20172127, 51, 1253, 2120228, 38.1, 8.7, 470, 奥莉薇 
20172127, 51, 1254, 1130002, 37.6, 8.4, 585, 好好照顾我的花 
20172127, 51, 1255, 25849894, 11.5, 7.0, 13, 時間的旅人 
20172127, 51, 1256, 26220133, 29.9, 7.2, 585, 把时间浪费在美好的事物上 
20172127, 51, 1257, 24524405, 25.7, 6.4, 720, Evernote超效率数字笔记术 
20172127, 51, 1258, 1409539, 24.9, 8.4, 68, 走在历史的路上 
20172127, 51, 1259, 26216152, -5.5, 0.0, 9, 走在夢想的路上 
20172127, 51, 1260, 25806145, 13.8, 7.2, 19, 白色的力量 
20172127, 51, 1261, 26178736, 31.3, 8.6, 168, 字型散步 
20172127, 51, 1262, 25964392, 40.2, 8.7, 651, 不在他方 
20172127, 51, 1263, 3058259, 35.7, 8.0, 664, 你不是一个俗人 
20172127, 51, 1264, 2032525, 27.2, 8.1, 129, 波斯人信札 
20172127, 51, 1265, 3123393, 46.5, 7.6, 9162, 遇见心想事成的自己 
20172127, 51, 1266, 1016204, 38.5, 7.2, 3578, 不过如此 
20172127, 51, 1267, 25728092, 42.2, 9.1, 599, 小张和小丽 
20172127, 51, 1268, 1489158, 43.4, 7.8, 3617, 过年 
20172127, 51, 1269, 20473670, 27.6, 8.2, 126, 斗鸡 
20172127, 51, 1270, 1982001, 48.5, 8.6, 2816, 月牙儿 
20172127, 51, 1271, 3070554, 30.9, 7.8, 343, 人到中年 
20172127, 51, 1272, 1207819, 49.0, 8.1, 6292, 过把瘾就死 
20172127, 51, 1273, 3183775, 55.1, 9.2, 3724, 四世同堂 
20172127, 51, 1274, 1468497, 28.4, 8.6, 106, 编辑部的故事 
20172127, 51, 1275, 1151872, 40.9, 7.8, 2236, 玩的就是心跳 
20172127, 52, 1276, 1151876, 47.2, 8.1, 4542, 顽主 
20172127, 52, 1277, 1874467, 20.7, 8.7, 28, 顽童小番茄 
20172127, 52, 1278, 1061126, 36.1, 9.1, 236, 顽童时代 
20172127, 52, 1279, 4315361, 51.4, 9.1, 2397, 最後的貴族 
20172127, 52, 1280, 25886175, 37.6, 7.8, 1212, 星际迷航-红衫 
20172127, 52, 1281, 1028186, 32.2, 8.8, 165, 曹禺选集 
20172127, 52, 1282, 4832194, 42.5, 9.4, 471, 莎士比亚全集 
20172127, 52, 1283, 1603309, 36.2, 7.7, 1051, 笑林广记 
20172127, 52, 1284, 1798421, 36.9, 8.2, 652, 城邦暴力團 
20172127, 52, 1285, 1269182, 51.3, 8.6, 4507, 叫魂 
20172127, 52, 1286, 10867359, 30.8, 8.3, 202, 考工记 
20172127, 52, 1287, 20503529, 47.3, 9.2, 1156, 古拉格：一部历史 
20172127, 52, 1288, 25639223, 48.9, 8.3, 4592, 身边的江湖 
20172127, 52, 1289, 24324704, 42.8, 8.0, 2411, 剑桥简明金庸武侠史 
20172127, 52, 1290, 1780270, 39.5, 8.2, 1017, 读库0602 
20172127, 52, 1291, 3647875, 38.4, 8.1, 958, 读库0901 
20172127, 52, 1292, 3271171, 41.1, 8.4, 1063, 读库0804 
20172127, 52, 1293, 1493523, 42.7, 8.3, 1577, 读库0601 
20172127, 52, 1294, 1775895, 35.4, 8.5, 366, 心的出路 
20172127, 52, 1295, 1836258, 34.9, 7.8, 729, 成长比成功更重要 
20172127, 52, 1296, 19930665, 39.0, 8.5, 670, 重生手记 
20172127, 52, 1297, 3298988, 41.3, 8.5, 972, 直视骄阳 
20172127, 52, 1298, 5940553, 49.0, 8.8, 2369, 当尼采哭泣 
20172127, 52, 1299, 3684193, 42.9, 8.9, 816, 叔本华的治疗 
20172127, 52, 1300, 1936756, 41.6, 8.6, 922, 诊疗椅上的谎言 
20172127, 53, 1301, 3432953, 40.1, 8.9, 528, 爱情刽子手 
20172127, 53, 1302, 25772304, 19.5, 7.1, 70, 终极底牌 
20172127, 53, 1303, 21241281, 22.2, 8.7, 36, 熙琄叙语 
20172127, 53, 1304, 1014080, 32.7, 7.4, 799, 水与火的缠绵 
20172127, 53, 1305, 1233405, 13.9, 6.6, 30, 存在主义的大师们 
20172127, 53, 1306, 10519759, 19.0, 8.1, 30, 存在主义世界的幸福 
20172127, 53, 1307, 6397200, 28.9, 8.7, 105, 家庭成就孩子 
20172127, 53, 1308, 11524189, 31.3, 8.4, 202, 在爱情中我们寻找什么 
20172127, 53, 1309, 1021702, 42.4, 8.6, 1051, 偶像的黄昏 
20172127, 53, 1310, 6792658, 17.1, 7.0, 45, 黄昏的下落 
20172127, 53, 1311, 1491537, 44.0, 8.9, 975, 近代中国社会的新陈代谢 
20172127, 53, 1312, 19955131, 29.6, 7.8, 266, 昨天的中国 
20172127, 53, 1313, 2082163, 37.0, 8.2, 655, 开卷有疑 
20172127, 53, 1314, 10453793, 34.6, 8.6, 289, 谈往阅今 
20172127, 53, 1315, 4229282, 44.6, 8.5, 1700, 革命年代 
20172127, 53, 1316, 4199761, 51.3, 8.4, 5974, 重新发现社会 
20172127, 53, 1317, 20556208, 33.6, 7.5, 825, 故国人民有所思 
20172127, 53, 1318, 3813669, 66.2, 8.6, 51421, 民主的细节 
20172127, 53, 1319, 4884218, 58.8, 8.8, 11261, 我的阿勒泰 
20172127, 53, 1320, 10519369, 45.5, 9.4, 726, 万物生光辉 
20172127, 53, 1321, 5410174, 48.4, 9.1, 1519, 万物刹那又永恒 
20172127, 53, 1322, 4187411, 60.3, 8.8, 14385, 万物有灵且美 
20172127, 53, 1323, 24754142, 30.3, 7.6, 378, 柔软的距离 
20172127, 53, 1324, 1060852, 59.8, 8.8, 13256, 呼兰河传 
20172127, 53, 1325, 3289630, 28.5, 8.4, 125, 将军底头 
20172127, 62, 1526, 4180711, 53.2, 8.2, 11331, 拖延心理学 
20172127, 62, 1527, 1135734, 46.3, 8.6, 1974, 追寻生命的意义 
20172127, 62, 1528, 25881102, 47.4, 8.9, 1647, 独裁者手册 
20172127, 62, 1529, 2016451, 28.9, 8.1, 173, 万能钥匙 
20172127, 62, 1530, 1291809, 60.5, 8.5, 24039, 世界尽头与冷酷仙境 
20172127, 62, 1531, 3115974, 18.1, 7.5, 37, 昙花王朝 
20172127, 62, 1532, 10432342, 30.8, 7.7, 375, 英国史Ⅰ 
20172127, 62, 1533, 25757349, 13.8, 6.6, 29, 请相信，你值得这世上所有的美好 
20172127, 62, 1534, 25981846, 29.0, 7.4, 369, 这世上的美好，唯你而已 
20172127, 62, 1535, 1082138, 55.0, 8.3, 13136, 在细雨中呼喊 
20172127, 62, 1536, 1394364, 60.0, 8.8, 13695, 银河系漫游指南 
20172127, 62, 1537, 6386806, 19.9, 8.3, 31, 小淘气海沃尔曼 
20172127, 62, 1538, 1904695, 20.1, 8.2, 34, 两个小淘气 
20172127, 62, 1539, 3526535, 27.5, 9.8, 43, 小淘气尼古拉的梦想 
20172127, 62, 1540, 1464964, 29.2, 9.6, 61, 小淘氣尼古拉的假期 
20172127, 62, 1541, 2015044, 31.5, 9.6, 84, 小淘气：尼古拉的下课时间 
20172127, 62, 1542, 3526059, 31.3, 9.5, 88, 小淘气尼古拉的烦恼 
20172127, 62, 1543, 1762738, 36.4, 9.6, 168, 小淘气尼古拉和他的死党们 
20172127, 62, 1544, 2309204, 40.7, 9.0, 526, 小淘气尼古拉绝版故事 
20172127, 62, 1545, 1014723, 35.4, 9.1, 214, 小淘气 
20172127, 62, 1546, 1089243, 68.4, 8.8, 52276, 黄金时代 
20172127, 62, 1547, 1770782, 78.2, 8.8, 247132, 追风筝的人 
20172127, 62, 1548, 3431637, 38.9, 8.5, 656, 野棕榈 
20172127, 62, 1549, 1086249, 62.9, 8.6, 30283, 荆棘鸟 
20172127, 62, 1550, 1793132, 47.8, 7.5, 14201, 白马啸西风 
20172127, 67, 1651, 25904481, 36.9, 8.6, 424, 那一天 
20172127, 67, 1652, 3359708, 18.3, 7.1, 54, 东坡 
20172127, 67, 1653, 1808545, 21.9, 8.0, 54, 亲爱的老婆 
20172127, 67, 1654, 2263355, 23.0, 9.4, 28, 光源氏写真集 千年の恋 
20172127, 67, 1655, 3086823, 22.3, 8.2, 50, 去他的萬一 
20172127, 67, 1656, 1658261, 19.9, 8.3, 31, 王阳明全集 
20172127, 67, 1657, 1857058, 14.2, 7.4, 18, 鸦片与牛奶 
20172127, 67, 1658, 3442537, 20.1, 7.7, 48, 人人都愛魯肉飯 
20172127, 67, 1659, 2008213, 26.6, 7.6, 185, 南极的企鹅 
20172127, 67, 1660, 6314053, 36.2, 7.5, 1381, 毫无代价唱最幸福的歌 
20172127, 67, 1661, 25897841, 20.5, 6.6, 148, 异人志 
20172127, 67, 1662, 26148097, 30.0, 7.3, 521, 不知死，焉知生 
20172127, 67, 1663, 25918123, 20.1, 7.6, 51, 太阳系三环到四环搬迁纪要 
20172127, 67, 1664, 3239913, 45.6, 8.0, 4014, 推拿 
20172127, 67, 1665, 25966777, 14.4, 7.4, 19, 改变思想 
20172127, 67, 1666, 25987045, 27.0, 7.5, 220, 在全世界迷路 
20172127, 67, 1667, 1049016, 40.6, 8.7, 703, 戴眼镜的女孩 
20172127, 67, 1668, 26242908, 41.1, 7.6, 3164, 如果世上不再有猫 
20172127, 67, 1669, 1030789, 41.6, 8.6, 917, 爱因斯坦的梦 
20172127, 67, 1670, 26133987, 28.2, 6.7, 819, 云去云来 
20172127, 67, 1671, 1042053, 45.0, 8.1, 3108, 儒林外史 
20172127, 67, 1672, 1257360, 42.2, 8.8, 805, 孟子 
20172127, 67, 1673, 4205510, 22.6, 9.2, 29, 水滸傳會評本 
20172127, 67, 1674, 1155313, 19.0, 8.2, 28, 金瓶梅資料彙編 
20172127, 67, 1675, 1597272, 32.2, 9.4, 106, 巴赫金全集（全7卷） 
20172127, 69, 1701, 25960767, 0.0, 0.0, 0, 前进婆罗洲：台籍战俘监视员 
20172127, 69, 1702, 1358880, -0.0, 0.0, 1, 台湾史论文精选（下） 
20172127, 69, 1703, 1358911, -0.0, 0.0, 1, 台湾史论文精选（上） 
20172127, 69, 1704, 4824279, -3.5, 0.0, 4, 吳新榮日記全集 
20172127, 69, 1705, 6094865, -0.0, 0.0, 1, 共產青年李登輝 
20172127, 69, 1706, 3678004, 13.2, 7.5, 14, 自由的滋味 
20172127, 69, 1707, 2253650, -1.7, 0.0, 2, 波茨坦科长 
20172127, 69, 1708, 2135081, -4.0, 0.0, 5, 代馬輸卒手記（精華篇） 
20172127, 69, 1709, 1015259, 13.4, 7.9, 12, 八一三淞沪抗战 
20172127, 69, 1710, 3154056, -4.9, 0.0, 7, 徐永昌日记 
20172127, 69, 1711, 2271408, -3.5, 0.0, 4, 1945破晓时刻的台湾 
20172127, 69, 1712, 4050040, -4.5, 0.0, 6, 蔣中正遷台記 
20172127, 69, 1713, 6079056, -3.5, 0.0, 4, 徐蚌会战 
20172127, 69, 1714, 1034127, 28.2, 8.1, 154, 柏杨回忆录 
20172127, 69, 1715, 3465156, -4.9, 0.0, 7, 兵临城下的家书 
20172127, 69, 1716, 3290407, 23.5, 7.6, 100, 流逝的岁月 
20172127, 69, 1717, 2262246, 20.4, 9.3, 20, 近代东北城市的历史变迁 
20172127, 69, 1718, 3115313, 12.0, 7.7, 10, 岸與岸 
20172127, 69, 1719, 5923702, 0.0, 0.0, 0, 烽火重生 
20172127, 69, 1720, 6787079, -0.0, 0.0, 1, 國共戰爭見聞錄 
20172127, 69, 1721, 5978904, -5.5, 0.0, 9, 日治时期在“满洲”的台湾人 
20172127, 69, 1722, 3179042, 20.7, 8.0, 43, 国民党将领淮海战役亲历记 
20172127, 69, 1723, 1268724, 26.5, 7.6, 180, 中国共产党的七十年 
20172127, 69, 1724, 1041482, 69.8, 8.9, 54579, 万历十五年 
20172127, 69, 1725, 1679427, 27.8, 9.3, 60, 抗日战争正面战场（上中下） 
20172127, 75, 1851, 24539220, -0.0, 0.0, 1, 陶淵明飲酒詩講錄 
20172127, 75, 1852, 2058315, 36.0, 8.6, 365, 季羡林散文 
20172127, 75, 1853, 3038143, 37.3, 8.5, 501, 季羡林自传 
20172127, 75, 1854, 4747424, 27.9, 7.1, 427, 我和父亲季羡林 
20172127, 75, 1855, 3863494, 37.5, 8.0, 912, 季羡林读书与做人 
20172127, 75, 1856, 1484695, 42.5, 8.1, 1977, 季羡林谈人生 
20172127, 75, 1857, 6073019, 46.7, 9.1, 1180, 斐多 
20172127, 75, 1858, 4051249, 38.8, 9.1, 356, 杨绛文集·散文卷（上） 
20172127, 75, 1859, 1083090, 37.8, 9.3, 260, 杨绛文集（共8卷） 
20172127, 75, 1860, 4051248, 38.8, 8.7, 526, 杨绛文集·散文卷（下） 
20172127, 75, 1861, 1001013, 40.3, 8.8, 597, 杨绛散文 
20172127, 75, 1862, 3227346, 44.8, 8.1, 2977, 听杨绛谈往事 
20172127, 75, 1863, 1023045, 67.9, 8.6, 68186, 我们仨 
20172127, 75, 1864, 6131589, 46.5, 8.6, 2058, 普罗旺斯的一年 
20172127, 75, 1865, 3796027, -4.5, 0.0, 6, 夕阳红中话朱旭 
20172127, 75, 1866, 25871783, 26.8, 8.3, 101, 猛虎与蔷薇 
20172127, 75, 1867, 25896113, 24.2, 6.8, 278, 眼眶会红的人，一辈子都不会老 
20172127, 75, 1868, 25971490, 20.8, 6.8, 125, 窗里窗外 
20172127, 75, 1869, 25929823, 31.7, 8.5, 196, 活着•见证 
20172127, 75, 1870, 1451720, 11.7, 7.6, 10, 野鴿子的黃昏 
20172127, 75, 1871, 1469878, 47.6, 8.6, 2434, 日瓦戈医生 
20172127, 75, 1872, 1637414, 22.9, 8.6, 43, 红楼梦识要 
20172127, 75, 1873, 2308217, 20.4, 7.6, 55, 红楼梦哲学精神 
20172127, 75, 1874, 1077655, 33.2, 8.3, 307, 红楼梦的两个世界 
20172127, 75, 1875, 1829837, 17.6, 7.3, 39, 红楼梦论稿 
20172127, 76, 1876, 2349526, 15.0, 8.2, 14, 俞平伯论红楼梦 
20172127, 76, 1877, 3719336, 24.6, 8.1, 81, 红楼梦人物论 
20172127, 76, 1878, 1118732, 18.3, 8.7, 19, 红楼梦资料汇编 
20172127, 76, 1879, 1460446, 23.8, 9.2, 35, 重校《八家评批红楼梦》 
20172127, 76, 1880, 5293367, -1.7, 0.0, 2, 古典文學研究資料彙編：紅樓夢卷（全二冊） 
20172127, 76, 1881, 4747426, 36.4, 9.8, 146, 脂砚斋重评石头记庚辰校本（全四册） 
20172127, 76, 1882, 2060217, 13.6, 7.8, 13, 新编石头记脂砚斋评语辑校（增订本） 
20172127, 76, 1883, 1003879, -4.5, 0.0, 6, 贝特格无敌推销术 
20172127, 76, 1884, 1920751, 11.7, 7.6, 10, 打開史金納的箱子 
20172127, 76, 1885, 22994709, 0.0, 0.0, 0, 但願你20歲就懂的18件事 
20172127, 76, 1886, 1388059, -0.0, 0.0, 1, 人人需要銷售力 
20172127, 76, 1887, 1802498, -5.5, 0.0, 9, 假如你明天当主管 
20172127, 76, 1888, 5959697, -3.5, 0.0, 4, 不懂魔獸世界，你怎麼當主管: 當好玩成了工作最大動機，你如何帶領年輕人? 
20172127, 76, 1889, 2048893, 42.1, 7.8, 2815, 财报就像一本故事书 
20172127, 76, 1890, 20478906, -0.0, 0.0, 1, 賺錢的邏輯你懂了！用大白話說的財務報表速讀術 
20172127, 76, 1891, 25931568, 0.0, 0.0, 0, 真希望老師這樣教會計 
20172127, 76, 1892, 21979017, 50.9, 9.5, 1442, 魔戒 
20172127, 76, 1893, 6388661, 66.9, 8.8, 40935, 这些人，那些事 
20172127, 76, 1894, 3530868, 27.0, 7.4, 248, 恐怖分子 
20172127, 76, 1895, 1981350, 19.5, 8.8, 22, 獨立時代 
20172127, 76, 1896, 10794355, 40.9, 7.7, 2619, 台湾念真情 
20172127, 76, 1897, 2073122, 24.7, 8.1, 82, 油麻菜籽 
20172127, 76, 1898, 24909388, 26.3, 8.1, 109, 余生第一年 
20172127, 76, 1899, 25923444, 32.1, 8.0, 341, 副作用 
20172127, 76, 1900, 2154347, 25.6, 8.3, 83, 杨德昌电影笔记 
20172127, 84, 2076, 2377241, 45.7, 9.6, 627, 世說新語箋疏（全三冊） 
20172127, 84, 2077, 24869134, 35.4, 8.5, 364, 大唐李白 
20172127, 84, 2078, 3257738, 21.9, 8.1, 50, 过眼烟云 
20172127, 84, 2079, 24851521, 27.4, 9.1, 64, 花随人圣庵摭忆 
20172127, 84, 2080, 1061847, 25.5, 8.2, 88, 吴宓与陈寅恪 
20172127, 84, 2081, 26183892, 28.6, 8.5, 118, 古书之媒 
20172127, 84, 2082, 1608873, 46.1, 9.2, 968, 山海經 
20172127, 84, 2083, 25763757, -5.2, 0.0, 8, 拉斯普京访谈录 
20172127, 84, 2084, 1084864, 22.7, 8.2, 54, 活下去，并且要记住 
20172127, 84, 2085, 1424741, 60.1, 8.5, 22313, 心是孤独的猎手 
20172127, 84, 2086, 24257229, 42.1, 8.8, 799, 鼠疫 
20172127, 84, 2087, 1009789, 47.8, 9.5, 926, 道德经 
20172127, 84, 2088, 24853135, 37.1, 9.0, 300, 悉达多 
20172127, 84, 2089, 20507206, 52.7, 9.1, 2944, 众病之王 
20172127, 84, 2090, 7065521, 55.8, 9.0, 5334, 银河帝国：基地 
20172127, 84, 2091, 10604915, 54.0, 9.2, 3146, 银河帝国3：第二基地 
20172127, 84, 2092, 3024948, 22.0, 9.1, 28, 万历十五年 
20172127, 84, 2093, 1142740, 30.6, 8.7, 140, 宽容 
20172127, 84, 2094, 26253696, 24.9, 8.2, 79, 女儿 
20172127, 84, 2095, 25985126, 44.2, 8.6, 1405, 迷宫中的将军 
20172127, 84, 2096, 1873334, 25.9, 8.3, 87, 迷宫中的将军 
20172127, 84, 2097, 2996061, 35.5, 8.5, 371, 镜中的孤独迷宫 
20172127, 84, 2098, 1434335, 35.0, 8.8, 260, 讨山记 
20172127, 84, 2099, 1822813, 27.3, 8.2, 121, 太白山记 
20172127, 84, 2100, 25889903, 27.4, 8.4, 104, 埃科谈文学 
20172127, 87, 2151, 26148555, 21.7, 8.7, 33, 盘丝洞1927 
20172127, 87, 2152, 25953441, 13.8, 7.1, 20, 在巴洛克與禪之間尋找電影的空缺 
20172127, 87, 2153, 25928132, -4.5, 0.0, 6, 香港電影2013 
20172127, 87, 2154, 1021914, 39.5, 8.2, 1031, 香港电影的秘密 
20172127, 87, 2155, 5913963, 32.8, 8.4, 260, 香港电影百年 
20172127, 87, 2156, 25926716, 22.4, 8.9, 33, 雷·哈里豪森的电影概念艺术 
20172127, 87, 2157, 26250111, 20.3, 8.2, 35, 成濑巳喜男的电影 
20172127, 87, 2158, 25913083, 28.9, 8.0, 190, 无人是孤岛：侯孝贤的电影世界 
20172127, 87, 2159, 25806449, 28.9, 8.4, 135, 中西风马牛（修订版） 
20172127, 87, 2160, 25789478, 32.8, 8.8, 182, 宽忍的灰色黎明 
20172127, 87, 2161, 2365451, 37.2, 8.3, 605, 灰色的彼得潘 
20172127, 87, 2162, 25775605, 29.9, 8.6, 134, 灰色的狂欢节 
20172127, 87, 2163, 1124822, 25.3, 8.7, 59, 灰色马，灰色的骑手 
20172127, 87, 2164, 24859347, 23.6, 8.3, 59, 灰色的灵魂 
20172127, 87, 2165, 11530367, 31.5, 9.1, 118, 梦书 
20172127, 87, 2166, 1427790, 27.0, 8.6, 84, 三更有夢書當枕 
20172127, 87, 2167, 3671670, 25.6, 8.6, 67, 夢書之城 
20172127, 87, 2168, 1825701, 18.3, 8.5, 21, 榮格解夢書：夢的理論與解析 
20172127, 87, 2169, 10511555, 30.7, 9.3, 91, 世界电影史（影印第2版） 
20172127, 87, 2170, 3034477, 22.8, 8.4, 48, 中国上古史实揭秘 
20172127, 87, 2171, 23778718, -4.0, 0.0, 5, 揭祕中國電影，讀解文革影片 
20172127, 87, 2172, 1468968, 19.9, 8.4, 29, 影片读解 
20172127, 87, 2173, 24696330, 20.9, 8.3, 37, 帕索里尼传 
20172127, 87, 2174, 2368805, 34.8, 8.1, 499, 异端的影像 
20172127, 87, 2175, 3391927, 28.9, 8.1, 175, 在天使手中 
20172127, 89, 2201, 10743953, 11.0, 7.1, 11, 从寓言民族到类型共和 
20172127, 89, 2202, 20386243, 37.8, 9.1, 308, 复眼的影像 
20172127, 89, 2203, 5973346, 19.1, 8.0, 32, 影像的宿命 
20172127, 89, 2204, 10582332, 11.4, 7.1, 12, 帝国的银幕 
20172127, 89, 2205, 4857765, 27.8, 8.8, 83, 环球银幕 黄金时代的100位女星 
20172127, 89, 2206, 10607793, 46.3, 8.5, 2239, 刀与星辰 
20172127, 89, 2207, 11599975, 25.4, 8.6, 64, 风.沙与星辰 
20172127, 89, 2208, 10562768, 28.8, 8.1, 171, 电影或想象的人 
20172127, 89, 2209, 25925760, 32.8, 8.7, 200, 再见杨德昌 
20172127, 89, 2210, 3041738, 25.5, 8.3, 81, 一一重現：楊德昌 
20172127, 89, 2211, 1361361, 24.7, 8.3, 71, 杨德昌电影研究 
20172127, 89, 2212, 11533561, 26.9, 8.4, 96, 电影符号学质疑 
20172127, 89, 2213, 20269004, 30.7, 9.0, 113, 电影美学与心理学 
20172127, 89, 2214, 1032501, 57.8, 8.7, 11240, 心理学与生活 
20172127, 89, 2215, 1155250, 33.6, 8.1, 407, 电影美学 
20172127, 89, 2216, 4199355, 26.0, 8.0, 113, 现代电影美学 
20172127, 89, 2217, 2053588, 19.6, 7.4, 55, 电影美学概述 
20172127, 89, 2218, 1563499, 19.2, 8.2, 29, 台灣電影:政治.經濟.美學(1949-1994) 
20172127, 89, 2219, 1256125, 25.0, 8.5, 64, 技术与时间 
20172127, 89, 2220, 4736793, 19.6, 8.1, 33, 技术与时间：2.迷失方向 
20172127, 89, 2221, 10539922, 20.5, 8.1, 39, 技术与时间 3 
20172127, 89, 2222, 6952338, 18.2, 7.5, 38, 你不属于 
20172127, 89, 2223, 6831032, 34.5, 8.2, 423, 在黑暗中醒来 
20172127, 89, 2224, 1009393, 54.8, 8.4, 10802, 在细雨中呼喊 
20172127, 89, 2225, 10463357, 24.4, 7.9, 92, 在黑暗中绘画 
20172127, 96, 2376, 1056097, 23.1, 8.3, 54, 一个乡村教士的日记 
20172127, 96, 2377, 3060931, 38.0, 8.5, 561, 爱的教育 
20172127, 96, 2378, 10796585, -5.5, 0.0, 9, 一个小学校长的日记 
20172127, 96, 2379, 1434426, 35.5, 8.5, 372, 一个大学校长的自白 
20172127, 96, 2380, 1046615, 32.0, 8.5, 206, 达利的秘密生活/一个天才的日记 
20172127, 96, 2381, 3209645, -3.5, 0.0, 4, 个碧石铁路 
20172127, 96, 2382, 20285097, 20.6, 8.5, 31, 哈哈镜 
20172127, 96, 2383, 25815500, 0.0, 0.0, 0, 经元善卷 
20172127, 96, 2384, 25701459, -3.5, 0.0, 4, 金元日記叢編 
20172127, 96, 2385, 24874135, -5.5, 0.0, 9, 宋代日記叢編（全三册） 
20172127, 96, 2386, 26129238, 17.3, 8.6, 17, 钱玄同日记（整理本） 
20172127, 96, 2387, 24371324, -2.7, 0.0, 3, 西出阳关觅知音 
20172127, 96, 2388, 3550536, 39.7, 8.9, 497, 英雄志【五】西出陽關 
20172127, 96, 2389, 24524175, 0.0, 0.0, 0, 曹云祥自述 
20172127, 96, 2390, 24721381, -0.0, 0.0, 1, 马君武自述 
20172127, 96, 2391, 22206822, 14.4, 7.8, 15, 后殖民与历史的诡计 
20172127, 96, 2392, 25662127, 16.7, 7.5, 28, 运书日记 
20172127, 96, 2393, 10808389, 24.9, 9.4, 37, 胡适书信选 
20172127, 96, 2394, 10773017, -0.0, 0.0, 1, 陆费逵文选 
20172127, 96, 2395, 1196074, 23.3, 9.1, 34, 潘光旦文集 
20172127, 96, 2396, 1781075, 22.1, 8.3, 45, 村落中的“国家” 
20172127, 96, 2397, 3188177, 22.7, 8.3, 50, 鲁迅传 
20172127, 96, 2398, 1155505, -3.5, 0.0, 4, 通俗文学理论 
20172127, 96, 2399, 10565595, 19.5, 8.5, 26, 文学、通俗文化和社会 
20172127, 96, 2400, 1329394, -4.0, 0.0, 5, 一个西方记者眼中的西安事变 
20172127, 107, 2651, 1604654, -3.5, 0.0, 4, 改良的命运 
20172127, 107, 2652, 4178476, 35.4, 9.3, 183, 中国神怪大辞典 
