Doulist, Number of Books 
203936, 137 

ID, Score, Rating, Votes, Date, Title 
3561136, 28.1, 8.8, 87, 2009-2, 逻辑之旅 
1028120, 28.7, 8.9, 88, 1989-2, 新科学（全两册） 
20376550, 37.2, 9.0, 307, 2012-11, 科学革命的结构 
25978763, 43.0, 8.9, 827, 2014-9-1, 僧侣与哲学家 
4202381, 30.9, 9.0, 116, 2010-10, 逻辑学讲义 
2256360, 34.0, 8.8, 222, 2007年8月, 胡塞尔现象学 
25961458, 45.0, 9.3, 745, 2014-12, 大问题 
25870783, 32.9, 9.1, 146, 2014-6, 荣耀与丑闻 
25774978, 37.4, 8.7, 418, 2014-1, 眼泪与圣徒 
3244613, 16.5, 8.0, 20, 2008-8, 古代中国的思想世界 
3413840, 30.6, 8.7, 140, 2008-12-01, 思辨的张力 
4908875, 28.0, 9.3, 61, 2011-1, 康德与形而上学疑难 
1076280, 43.7, 8.7, 1149, 1986-06, 第一哲学沉思集 
5398883, 26.3, 9.1, 54, 2010-12, 爱灵魂自我教程 
1071227, 51.8, 9.0, 2895, 2011-1, 大问题 
19965872, 37.0, 8.8, 357, 2012-11, 理想国 
2170983, 44.2, 9.0, 903, 2007-6, 苏格拉底的申辩 
1070410, 45.9, 8.9, 1301, 2004-07-02, 柏拉图对话集 
1315242, 30.0, 8.9, 108, 2005-05, 形而上学 
1060531, 46.7, 8.5, 2392, 1963-07-01, 忏悔录 
1915608, 35.9, 8.7, 325, 1997-05-01, 人类理解研究 
3003032, 47.9, 9.2, 1278, 2008-03, 浪漫主义的根源 
2305738, 43.2, 8.7, 1062, 2007-11, 存在与虚无 
1783111, 49.9, 8.7, 3114, 2006-4, 存在与时间 
2140440, 36.7, 8.6, 407, 2007-6, 培根论人生 
1052778, 29.5, 8.6, 126, 2004-4, 实在界的面庞 
1049522, 51.6, 8.8, 3630, 2002-2, 西西弗的神话 
1063852, 51.6, 8.8, 3583, 1986-12, 悲剧的诞生 
1433192, 45.0, 9.0, 1010, 1980-11, 普通语言学教程 
1315184, 45.6, 9.0, 1106, 2005-05, 哲学研究 
2213560, 40.7, 8.7, 708, 2007-8, 偶像的黄昏 
1949061, 36.5, 8.6, 400, 2007年1月, 不合时宜的沉思 
1958791, 38.2, 9.1, 324, 2007-1, 朝霞 
2213558, 29.4, 7.8, 257, 2007-8-10, 瓦格纳事件/尼采反瓦格纳 
1958794, 29.6, 8.3, 165, 2007-1, 尼采思想传记 
1456201, 26.7, 8.5, 86, 2005-9-1, 施特劳斯与尼采 
3344641, 22.7, 8.4, 47, 2009-01, 尼采与现时代 
3391999, 41.0, 9.2, 455, 2009-01, 扎拉图斯特拉如是说 
1951042, 32.5, 8.7, 188, 2007-1, 或此或彼 
1464377, 29.1, 8.3, 150, 2005-11, 色诺芬的《会饮》 
3016983, 40.5, 9.2, 419, 2008-04, 人性的，太人性的（二卷） 
1478958, 24.7, 8.2, 76, 2006-1, 柏拉图的哲学 
3226085, 30.8, 9.0, 114, 2008-10, 论真理的本质 
1253974, 38.2, 9.1, 326, 2004-04-01, 纯粹理性批判 
1085534, 28.9, 8.4, 134, 2002-5, 黑格尔 
2074583, 33.4, 8.8, 202, 2007.4, 思想录 
3069178, 36.0, 9.0, 254, 2008-4, 林中路 
1215736, 23.3, 9.1, 34, 2003-8-1, 论道者 
3147099, 26.9, 8.5, 88, 2008年7月, 论精神 
1254363, 29.4, 8.7, 114, 2004-1-1, 斯宾诺莎的实践哲学 
2063516, 22.5, 8.2, 52, 2007-4, 解构的共通体 
2111791, 41.6, 8.7, 826, 2007-4, 哲学问题 
1288936, 28.4, 8.5, 113, 2005-04, 中国哲学大纲 
1013410, 31.5, 8.6, 174, 2002-2, 论确实性 
1903131, 23.0, 8.4, 49, 2006-10-1, 科学精神的形成 
1420509, 29.6, 8.5, 140, 2005-07, 现象学的方法 
1439792, 37.4, 8.5, 508, 1996-6-1, 形而上学导论 
1024785, 43.3, 9.1, 712, 2005-01, 西方现代思想史 
1956018, 32.0, 8.8, 161, 2006-11, 世界哲学史 
1008189, 58.0, 8.9, 8635, 1963年9月1版, 西方哲学史（上卷） 
1021273, 57.8, 8.8, 9706, 2004-1, 中国哲学简史 
1064101, 41.8, 8.7, 841, 2000-11, 中国哲学史（上下） 
3389811, 42.8, 8.7, 995, 2009-2, 西方哲学史（修订第8版） 
