Doulist, Number of Books 
178051, 87 

ID, Score, Rating, Votes, Date, Title 
1017906, 30.8, 7.4, 541, 1998-8, 象人 
1088922, 34.7, 8.1, 494, 1998-10, 黑骏马 
1088894, 23.0, 7.1, 149, 1998-9, 诱拐 
1058721, 23.3, 7.4, 117, 1998-6-1, 五个孩子和沙精 
1124425, 28.1, 7.6, 245, 1998-11-1, 一个国王的爱情故事 
1205922, 28.0, 7.7, 218, 1998-8-1, 牙齿和爪子 
1088893, 23.2, 6.6, 285, 1998-11, 在月亮下面 
1081594, 27.0, 7.5, 222, 1997-1-1, 鲁宾孙漂流记(牛津英汉对照读物附磁带)/书虫 
1054476, 24.5, 7.2, 183, 1997-01, 威廉·莎士比亚(附磁带)(书虫·牛津英汉对照读物) 
1065410, 33.0, 8.2, 325, 1998-1, 三怪客泛舟记 
1034658, 31.8, 8.0, 323, 1998-6-1, 格林·盖布尔斯来的安妮 
1089732, 32.4, 7.9, 403, 1997-3, 远离尘嚣 
1040887, 32.9, 7.8, 499, 1997-3, 远大前程 
1228144, 37.2, 8.3, 612, 1997-3, 野性的呼唤 
1050609, 37.0, 8.2, 664, 1997-05, 呼啸山庄 
1000728, 35.5, 7.7, 924, 1997-5, 苔丝 
1089733, 42.0, 8.5, 1088, 1997-3, 傲慢与偏见 
1023295, 38.3, 8.0, 1055, 2005-8, 雾都孤儿 
1071293, 34.8, 8.1, 500, 1997-11, 简·爱 
1025081, 28.2, 7.4, 314, 1997-1-1, 哈克贝利·费恩历险记 
1040251, 32.5, 7.9, 409, 1998-01, 三十九级台阶 
1076152, 31.4, 7.6, 469, 1998-7, 不平静的坟墓 
1045184, 34.5, 8.0, 533, 2000, 大卫・科波菲尔（英汉对照） 
1123668, 33.5, 7.8, 551, 1998-8, 圣诞欢歌 
1081441, 33.0, 8.1, 362, 1998-1, 神秘及幻想故事集 
1041259, 35.6, 7.9, 732, 1998-01, 秘密花园 
1228395, 34.4, 7.8, 657, 1998-8-1, 化身博士 
1032991, 33.8, 8.1, 418, 1997-1, 弗兰肯斯坦 
1028735, 33.2, 7.7, 589, 1998-03, 歌剧院的幽灵 
1047063, 28.7, 7.8, 225, 1998-1-1, 曾达的囚徒 
1011759, 33.5, 8.1, 397, 1997-4, 巴斯克维尔猎犬 
1089731, 26.2, 6.8, 440, 1997-1, 爱情与金钱 
1123665, 29.4, 7.3, 458, 1997-1-1, 苏格兰玛丽女王 
1228242, 31.2, 8.0, 289, 1998-9-1, 勃朗特一家的故事 
1085816, 26.4, 7.1, 312, 1998-6, 亡灵岛 
1060947, 28.6, 7.4, 344, 1998-01, 爱丽丝镜中世界奇遇记 
1228700, 38.0, 8.0, 1003, 1997-1, 爱丽丝漫游奇境记 
1032503, 26.8, 7.4, 237, 1998-3-1, 星际动物园 
1057423, 33.8, 8.0, 468, 1997-01, 双城记 
1048107, 27.7, 7.4, 284, 1998-06, 世界上最冷的地方 
1043498, 21.3, 6.9, 127, 1997-01, 公正(牛津英汉对照读物附磁带)/书虫 
1234809, 27.3, 7.6, 212, 1998-10-1, 织工马南 
1060452, 31.3, 7.4, 596, 1998-11, 金银岛 
1087693, 34.3, 7.8, 651, 1997-1, 小妇人 
1124990, 27.1, 7.1, 358, 1998-7, 潘德尔的巫师 
1844105, 16.8, 7.2, 36, 2006-5, 雾都疑案 
1844102, 13.8, 7.1, 20, 2006-5, 逆戟鲸 
1839110, 15.6, 7.4, 24, 2006-5, 白色巨石 
1893464, 17.3, 7.2, 40, 2006-6, 福尔摩斯与赛马 
1844441, 15.1, 6.4, 48, 2006-6, 难忘米兰达 
1235607, 20.3, 7.4, 63, 2003-9, 谁谋杀了总统 
1229441, 15.7, 6.4, 56, 2003-9, 白色死亡 
1229456, 18.4, 6.8, 72, 2003-9, 别了，好莱坞先生 
1229439, 17.6, 7.0, 50, 2003-9, 奥米茄文件 
1138625, 26.6, 7.9, 138, 2003-9, 小公主 
1135973, 25.2, 7.6, 139, 2003-9, 绿野仙踪 
1029259, 35.6, 8.5, 375, 1998-1, 风语河岸柳 
1071928, 26.4, 7.5, 196, 1998-7-1, 化学秘密 
1229515, 20.1, 7.4, 61, 2003-9, 德拉库拉 
1242511, 21.5, 7.8, 58, 2003-9, 福尔摩斯和公爵的儿子 
1236211, 20.2, 7.7, 49, 2004-1, 园会 
1235217, 21.5, 7.4, 80, 2003-10, 亨利八世和他的六位妻子 
1139614, 16.9, 6.9, 47, 2003-10, 劫机！ 
