Doulist, Number of Books 
2668736, 118 

ID, Score, Rating, Votes, Date, Title 
1921589, 43.6, 8.9, 906, 2006-9-1, 周易 
1002513, 46.5, 9.2, 1033, 1999-1-1, 詩經注析（全二冊） 
3007652, 34.7, 9.4, 152, 2008年, 老子 
3101812, 37.6, 8.8, 393, 2008-6, 论语今读 
1949420, 57.5, 9.3, 4693, 2006-7, 孙子兵法 
3519722, 36.0, 9.1, 234, 2009-01-01, 四书五经 
2046236, 57.5, 9.3, 4690, 2007-04, 庄子 
1077847, 65.8, 9.5, 12163, 1982-11, 史记（全十册） 
2381748, 50.7, 9.1, 2154, 2007-12-1, 金刚经 心经 坛经 
2116497, 37.3, 9.1, 284, 2007-3-1, 名家精译古文观止 
1146536, 47.2, 9.5, 842, 2004-1, 唐诗三百首 
1426172, 31.6, 9.3, 105, 2005-08-29, 宋词三百首笺注 
1007305, 81.4, 9.5, 112402, 1996-12, 红楼梦 
1803230, 37.7, 8.8, 398, 2006-4, 中国近三百年学术史 
1075928, 32.1, 8.7, 177, 1993-11, 鲁迅杂文选集 
3410709, 50.0, 9.2, 1729, 2009-5, 中国哲学简史 
1224279, 48.0, 9.2, 1284, 2003-09-01, 中国法律与中国社会 
6391356, 22.1, 7.7, 70, 2011-4, 理想国 
1055234, 49.0, 8.5, 3513, 2004-05, 神曲（全三册） 
3025256, 37.7, 8.8, 399, 2008-1, 哈姆雷特 
1254278, 43.6, 8.7, 1129, 1985-11, 思想录 
1277981, 56.7, 8.8, 8048, 2003-2-1, 社会契约论 
5907482, 19.7, 8.7, 24, 2011-1, 纯粹理性批判 
1186392, 56.3, 8.7, 8775, 1957-1-1, 约翰·克利斯朵夫 
1035947, 30.5, 8.5, 161, 1975-9, 科学史 
1065977, 50.3, 8.6, 3830, 1997-8-1, 共产党宣言 
1150503, 46.9, 9.0, 1360, 2004-01-01, 资本论（第一卷） 
2008436, 36.2, 9.0, 261, 1991-6-2, 毛泽东选集（第一卷） 
1494086, 30.4, 8.4, 174, 1994年10月, 邓小平文选 第一卷 
1032062, 34.7, 8.3, 397, 1997-8, 路德维希·费尔巴哈和德国古典哲学的终结 
3976391, 24.3, 8.4, 61, 2009-07, 墨子今注今译 
1034396, 37.5, 9.1, 294, 1988-9-1, 荀子集解 
1723709, 20.3, 8.4, 31, 2006-1, 易传全译 
2049870, 26.6, 8.5, 84, 1974-9, 论衡 
1200614, 12.3, 7.3, 13, 2001-12, 僧肇评传 
2005395, 30.0, 9.3, 82, 2012-6, 张载集 
1444552, 35.6, 9.1, 219, 2004-8, 四书集注 
3007268, 48.0, 9.3, 1168, 2008-1, 传习录 
1766308, 35.4, 9.1, 215, 1981, 明夷待访录 
1056883, 40.5, 9.2, 419, 2004-04, 读通鉴论（上中下册） 
2141017, 24.1, 8.9, 43, 1986年1月, 严复集 
1660575, 19.5, 7.9, 37, 2002年10月, 仁学 
4149460, 13.4, 7.9, 12, 1957, 孙中山选集 
2226585, 25.4, 8.9, 53, 1995-12, 宋诗三百首 
1065258, 38.3, 9.2, 302, 1979年10月第1版, 唐宋词选释 
1079663, 26.1, 8.8, 63, 1997-10, 唐宋词选 
1019568, 72.8, 9.2, 52510, 1998-05, 三国演义（全二册） 
1072774, 45.6, 8.8, 1402, 1990-8, 水浒传 
1065127, 27.9, 6.5, 1060, 1958-6-1, 女神 
3345601, 26.8, 7.3, 268, 1960-4, 子夜 
1082522, 54.1, 8.2, 13313, 1981-09-01, 家 
1043815, 58.3, 8.2, 27873, 2000-3-1, 骆驼祥子 
1008145, 77.4, 8.9, 179241, 1991-2, 围城 
1028186, 32.2, 8.8, 165, 2004, 曹禺选集 
1223747, 29.6, 7.0, 713, 2005-1-1, 青春之歌 
1090109, 41.3, 7.7, 2793, 2000-07, 红岩 
1073386, 28.0, 8.1, 148, 1996-10, 艾青诗选 
1077833, 41.9, 8.7, 864, 1997, 形而上学 
1060531, 46.7, 8.5, 2392, 1963-07-01, 忏悔录 
1443526, 30.7, 8.2, 220, 1984-10, 新工具 
2995621, 39.2, 8.9, 458, 2008-1-1, 论法的精神 
1274953, 41.6, 8.7, 823, 1998-01, 伦理学 
1008189, 58.0, 8.9, 8635, 1963年9月1版, 西方哲学史（上卷） 
1074364, 37.7, 8.9, 361, 1959-8-1, 哲学史讲演录(第一卷) 
1915375, 40.5, 8.8, 619, 2006-10, 西方的没落（全二卷） 
1063852, 51.6, 8.8, 3583, 1986-12, 悲剧的诞生 
1038292, 51.2, 8.6, 4402, 1984-11-1, 精神分析引论 
1116321, 20.7, 7.9, 46, 1986-3, 文化科学和自然科学 
24716011, 32.2, 9.0, 141, 2013-6, 人论 
1433411, 50.5, 8.8, 3020, 1987年, 新教伦理与资本主义精神 
2221665, 23.7, 8.6, 49, 1990, 中国科学技术史 第二卷 科学思想史 
1017698, 33.3, 8.6, 235, 1989-5, 资本主义文化矛盾 
3201174, 26.9, 8.8, 71, 1987-8, 从混沌到有序 
1212469, 50.7, 8.9, 2749, 2003-1-1, 荷马史诗·伊利亚特 
3134824, 36.6, 8.6, 406, 2008-6, 奥德修纪 
1083431, 47.1, 8.7, 1986, 2003-01, 堂吉诃德（上下） 
1049957, 50.9, 8.6, 4221, 2003-01, 浮士德 
1894745, 49.1, 8.4, 4097, 2006-8, 简·爱 
1894742, 46.8, 8.4, 2788, 2006-8, 红与黑 
1205054, 65.0, 8.9, 25696, 1992-6, 悲惨世界（上中下） 
1070759, 41.2, 8.3, 1223, 2003-01, 高老头 
1430530, 48.6, 8.2, 5079, 2006-6, 汤姆叔叔的小屋 
2253380, 50.7, 9.1, 2177, 2007-8, 安娜·卡列尼娜 
3534238, 38.7, 8.3, 795, 1978年二印, 玩偶之家 
2101406, 20.8, 8.4, 34, 1995-1, 母亲 
3815129, 46.9, 8.6, 2191, 2009-6, 老人与海 
2994181, 39.9, 8.0, 1416, 1980-10-1, 钢铁是怎样炼成的 
1069059, 51.9, 8.1, 10537, 2002-1, 雪国 
2084255, 30.6, 8.9, 120, 1985-3, 卡夫卡短篇小说选 
1786670, 68.8, 8.9, 46442, 1989-10, 百年孤独 
1315265, 31.1, 8.3, 215, 2005-05, 从混沌到有序 
1042938, 32.4, 9.3, 118, 1989-02, 礼记集解（全三册） 
1008094, 45.7, 9.3, 828, 1990-01-01, 春秋左傳注（全四冊） 
1214303, 41.6, 8.8, 734, 2003-3-1, 韩非子 
1014763, 54.3, 9.2, 3332, 2011-10, 三国志（全五册） 
2281861, 45.8, 9.0, 1150, 2007-9, 世说新语 
3427162, 40.0, 9.2, 391, 2008-12-1, 文心雕龙 
3522118, 44.5, 9.5, 580, 2009-1, 资治通鉴（全四册） 
1203426, 62.2, 9.0, 14236, 1998-12-01, 人间词话 
2153887, 43.1, 8.6, 1163, 1958-11-1, 儒林外史 
1288936, 28.4, 8.5, 113, 2005-04, 中国哲学大纲 
6004630, 42.4, 9.4, 465, 2010-12-1, 国史大纲（上下册） 
1803022, 61.4, 9.0, 12717, 1996, 圣经 
1261560, 56.2, 9.0, 5708, 2005-1, 国富论 
1255288, 52.5, 8.0, 13940, 1979年03月, 复活 
1071384, 41.0, 8.5, 933, 1995-06, 物种起源 
2036561, 51.1, 8.4, 5784, 2007-3, 城堡 
1315199, 47.1, 9.1, 1264, 2005-4-1, 历史研究 
1525734, 37.2, 8.8, 369, 2003-2-1, 德意志意识形态 
1046320, 29.1, 8.7, 109, 1997-9, 社会主义从空想到科学的发展 
1034067, 54.9, 8.8, 6081, 2001-3, 美的历程 
1438539, 46.5, 8.7, 1811, 2003.5重印, 西方美学史 
1068141, 27.1, 8.7, 79, 1998-01, 中古文学史论 
1203363, 43.9, 9.0, 861, 1998-01-01, 中国小说史略 
1069301, 37.6, 8.4, 583, 2002-8, 在中国发现历史 
1033486, 33.0, 8.8, 187, 1998-07第二版第二次印刷, 艺境 
1022914, 44.2, 9.1, 815, 1998-04, 谈艺录 
1053088, 51.7, 9.2, 2254, 2001-5, 陶庵梦忆 西湖梦寻 
