Doulist, Number of Books 
87754, 38 

ID, Score, Rating, Votes, Date, Title 
1069138, 37.4, 8.4, 571, 1990-11, 中国古代房内考 
1010010, 28.7, 7.6, 279, 1992-7, 秘戏图考 
2156316, 22.7, 7.7, 78, 2007-7, 花營錦陣 
1760016, -2.7, 0.0, 3, 2003-01-28, A Mind of Its Own 
2209663, 32.1, 7.2, 918, 2007-8, 孤独的性 
2995283, 33.4, 7.3, 1051, 2008-2, 脏话文化史 
2074522, -4.0, 0.0, 5, 2006-10-31, Gay Life &amp; Culture 
1018360, 41.7, 8.6, 935, 1999-04, 性心理学 
1074084, 23.3, 8.0, 69, 2002-12, 人类婚姻史 
3188087, 15.8, 7.6, 22, 1988, 性崇拜 
1427761, 30.3, 8.5, 156, 2002-5, 性与理性 
1358655, -4.0, 0.0, 5, 19930000, 性的歷史 
1274091, 20.0, 7.5, 55, 1997-10, 性张力下的中国人 
1464575, 34.0, 8.4, 319, 2003-06, 危险的愉悦 
1065193, 21.8, 7.6, 72, 2003-12, 上海妓女 
1028442, 19.3, 7.1, 67, 2001-03, 吝啬鬼、泼妇、一夫多妻者 
1703346, 22.7, 8.8, 37, 1998-12, 重审风月鉴 
1009281, 18.6, 7.3, 48, 2001-05, 身体和情欲 
1026265, 24.4, 7.7, 110, 2004-12, 言言斋性学札记 
1060894, 21.0, 7.5, 67, 2004-12, 世界性俗丛谈 
1358394, 26.8, 8.5, 87, 2000, 性文本 
1036297, 39.3, 7.7, 1926, 1998-01, 同性恋亚文化 
1031857, 39.6, 7.8, 1755, 1998-01, 虐恋亚文化 
1007625, 32.3, 7.1, 1111, 1998-01, 中国女性的感情与性 
1021693, 30.9, 7.8, 342, 2001-3, 福柯与性 
1002912, 24.8, 8.3, 72, 2000-06, 性经验史 
1328026, 0.0, 0.0, 0, 1997-04, 寻求中国人位育之道(上下) 
1022119, 16.8, 7.2, 36, 2002-03, 法兰西风月谈 
1042831, 30.2, 7.3, 540, 2005-01, 中国性研究 
1000269, 25.6, 7.7, 137, 2000-10, 欧洲风化史 
1709403, 19.9, 7.9, 40, 1998-02-01, 张竞生文集(上下册) 
1937814, 35.4, 8.0, 619, 2006-10, 说来话儿长 
3252024, 11.4, 7.1, 12, 1989年, 中国人的性神秘 
3249918, -4.0, 0.0, 5, 1989.3, 历史中的性 
1558973, 27.4, 8.2, 122, 2001-8, 中国方术考 
3729665, 33.9, 8.3, 347, 2009-04, 欧洲同性恋史 
3323286, -0.0, 0.0, 1, 96/09/01, 古代房中術的形成與發展 
20458907, 29.9, 7.5, 399, 2013-1, 书淫艳异录（全二册） 
